sentiment,text
0,flight delay miss connect flight stick philadelphia night hotel voucher thank nothing
0,speak human compassion write email discus experience receive generic sorry email back
0,take look f seat fill someone upgrade friend instead follow rule
0,back line terminal phone guy could help one person front min wait
0,understand resort twitter help available gate occur phone afterward
0,go miss connection due another tarmac delay need flight home today please
0,expect reimbursement unprofessional decision feb check full complaint box
0,deal flight dca phl board time leave gate min late flight sit tarmac
0,strand student try get birmingham clt overnight wo help well
0,really need help as soon as possible please make quick thank you
0,well go help ivebeen hold hr amp client want ff nbr record elite waa
0,hi lose father wheelchair every time call get voicemail dad need go home please dm
0,segment delay gnv gt ctl ctl gt jan jan gt ctl ctl gt gnv year fly guy way go
0,charge take flight laughing out loud last time fly
0,yes say bag deliver local number say open ask main cust service get hang
0,row flight today look specific run home depot need
0,seriously buy operating flight geg phoenix every seat squeak w every shift still ground
0,would happily wait terminal near food restroom non irritated passenger
0,let passenger board issue hour amp pilot know well leave
0,anyone help still hold
0,oh yay gate agent decide deal upgrade list bump whoever close
0,site show ontime flightaware site show delay try decide get ice catch flt phx
0,absolute bad airline woman inconvenience due maintenance issue stick care give
0,flight amp customer relation extremely disappoint faced many problem type apology towards flight joke
0,sit phl rude customer service agents
0,flight get paperwork inputte take hour sittingontheplane hungry
0,hold customer care wonder someone pick phone
0,flt get gate den minute wait information
0,lot fun remove top list manually readde bottom thank club agent thank lot asha dca
0,delay flight wilmington make miss flight charlotte figure take arrive time
1,wow unbelievable treat customer puerto rico airport thumb
0,usually sorry involve move people middle seat remove upgrade list guess club perk
0,worry use initiative arrive much early plan
0,nice try gate make traveler traveler put bag size guide oversell sorry minefit
0,horrible service wrong plane arrive many confirm passenger could get flight pay due lack seat flight
0,book flight ago seat confirmed small plane arrive allow board bcs seat horrible service
0,frustrate checked bag logan give luggage ticketnow luggage lose amp ownership
1,breathe heavily super helpful thank
0,aye nothing automate system work properly anyway get somebody
1,okay great thank
0,rebooke connection delay
0,meeting california luggage
0,number agent give call say open main number go computer say deliver
0,way get call center answer oneworld award whenever try system say busy disconnect endless hold
0,put luggage plane deliver like say show claim close online
0,take money require day process refund auto attendant hang usairwaysfail
0,long reply
1,customer service like never see kudos organization
0,intentionally buy flight hour layover kind airline would charge fix wow usairway
0,get hold customer service call multiple time amp hold min hang
0,time bracket call fix problemive attempt fix contact information issue day
0,call number say one available take callguy insane
0,book flight online phone customer service usually great anything help
0,bad experience ever fly rude delay cancel flightlations lack update waste time
0,call amp say high call volume call back minute international call way someone contact
0,grr could book flight via call either
0,delay connection miss extend layover lounge pas phl
0,another twist plot take miami return due unsecured cargo door stressful vacation ever
0,reach hardworking mom try good
0,check online state status close mean yet able reach live person
0,system affect weather
1,call able get reschedule thank quick response today
0,get aa frequent flyer number appear usair reservation frustrate
0,unable check flight bosdca hear flight cancel flightedrescheduled update
0,forget without customer would business epicfail usairwaysfail
0,hey since feed wknd day pas admiral club meal coupon free coke blank stare
0,make reservation well make excuses usairwaysfail
0,list baggage claim number call number ticket use lady speed stick morning
0,another dead end handle aa lampf give fail already vm full lose
0,houston gate customer service need treat people respect hardly people wait chillpill usairwaysfail
1,phone call number pick almost immediately
1,amp dfw psp thank
1,thank
0,go website amp mobile app help
0,submit customer relation form await response
0,height rudeness without question bad customer service ever experience
0,need speak somebody reservation talk human yet computer system put phone
0,premier provider miss connection usairwaysfail
0,sure people work hard system assist ivr prompt offering call back hold wait time
0,thank subpar travel experience even yet stepitup
1,for your information customer service rep carol absolute delight pleasant rebooke lightning speed thank
0,struggle hold minute kick back start say could handle amount call
0,call
0,tell call back late flightr
0,cancel flighting you airway credit card choose airline experience week
0,make airport road bad dfw one answer phone website downhow reschedule
0,pilot plead let boarding begin full flight wait flight attendant deny mission control grr
0,website work talk phone check flight status dfw road awful get
0,rebooke tuesday arrive late flight tuesday start class cancel flightle trip
0,flight go cancel flightle every week may well business class
0,dcabos cancel flightled make wait hour fly usair every week upgrade status proactively
1,dominick l la guardia airport nyc give absolute good customer service thanku check make easy
0,congrat treat customer bad way possible know plenty ppl horrible experience w
0,go manchester uk go miss wedding go rebook choose cancelled flight flight
0,dm take offline would love info location lose bag help appreciate
0,thanx first rodeo amp yesterday result comm unless you count status bag lose amp claim file
0,give us air philly talk real person com
0,would nice offer flight credit especially since stare empty overhead room
0,power outlet seat go keep site forever
0,would appreciate call regard horrible experience gate agent hold min hang
0,go flight phl phx min estimate departure nobody board update
0,bag still miss
0,seriously doubt still sit inside gate
0,customer service dead last wk flt delayedcancelle flighted bags lose day last nt flt delayedcancelle flighted meal voucher
0,flight cancel flightled yesterday amp hold w cust service est hour answer
0,call number list sure next friday get real live person line
0,thank cancelled flighting flight today miss require training happy customer
0,strike three guy suck
0,day row buy suggest review policy w respect unaccompanied minor seat sun
0,ok app seem work use mobile site
0,wife fly italy recently buy ticket via finnair flight operate usair get dividend mile credit
0,hour delay phomia airline bad get bad foolish american merge treat customer like crap
0,hour late flightr still email work supervisor need documentation approve last minute vacation day request
0,hour hold get rebooke new flight yesterday ask new itineraryconfirmation email send
0,sit hold hr flight cancel flighted disconnect twice strand divert
0,cancel flights flight tampa philadelphia today due runway condition yet tonne usairways flight land today explain
0,phone system work bump time need get mco
0,flight plan delay tuesday due computer crash
0,phl bgm believe happen two week
0,maam door close min prior departure min laughter agent
0,plane leave agent door close early
0,call time redeem mile point get advertise mile make hard use
0,arrive flight schedule depart door close agent
0,need speak live person record tell sat luggage yest
1,thank information
1,could thankful orf dca crew ground air today help sick kid lose bag
0,thank you delayed checkin noon flt mia force take late flightr flt delay cincy miami hr fast
0,get extremely frustrate w phoneonline service merge frequent flyer mile
0,already spend min today handle minor child shame treat year old girl like
0,first pilot late flight maintenance exactly happen two week ago unacceptable
0,never fly airway american share nightmare story many know fly
0,never treat poorly airline life military family alot fly
0,burn lot time cell minute work flight issue hopefully fly home morning
0,would rather plane get expose nasty contagious virus work wth get flight change late flightr date
0,work buy rental car fail get location pay get
0,hold minute count unacceptable
0,discover flight cancel flightled yesterday finally notify flight cancel flighted
0,appal departure mess return suppose fly alone two sick kid
0,tweet day get live cust rep make sure world know care customer health
1,thank
0,decide good sport give guy another shoot flight delay
0,hold hour yesterday wo speak agent hold w phone min let bashing begin
0,please fix unproductive check process check station people work total mess
1,clt baggage crew deserve kudo run make connection bag still make customerservice
1,thanks
0,deny mom flight need breast pump part full flight please fix as soon as possible freeflight
0,rely us airways mistake awful customer experience
0,thank website crash
0,hold flight cancel flightled amp anthony beyond rude helpful weigh
0,nightmare ever end find flight today delay due ground handle delay affect prior flight
1,alright please give scott f bdl bonus excellent customer service
0,got get got excuses usairwaysfail
0,first luggage get stick different city get back today amp one employee steal pair glove
0,sure know pamper customer strand abroad badcustomerservice youareonyourown
0,suck pas save usairwaysfail
0,help refund phone guy could help website let submit reply
0,take late flight whole new level
1,  thank elaborate response
0,guy screw trip thank nothing lazy
0,seriously ridiculous wait hour luggage land what the f
0,wait min far luggage wannagohome
0,time tweet tell horrible attendant flight lga feel jail
0,hello anyone
0,force section check carry would pack differently check bag even allow piss
0,raleigh chicago firstclass upgrade must fly aa screw usair elite bail airline
0,flt hr late flight baggage hr see deliver suitcase wet inside amp nothappy
0,get hotel ur agent nothing help top send luggage wrong flight
0,take late flightr flight book corporate disney travel dept agent offer little help
0,computer system go ok understandable agent make bad help anyone else
0,employee responsible social medium content yes you probably care however action last night say otherwise
0,flight get minute early goodwill go bag minute late flightr
0,wow awful customer service
0,merge american negatively affect quality integrity longer fly
0,many agent work handle thousand call
1,best amaze follow please fold hand fold hand fold hand
0,flight delay miss connect flight please help alternate thank
0,three hour wait count wait reservation phone serious
1,happy note crew wonderful say enough great thing pilot
0,mess cause computer system flight hour late flight gate est min wait
0,storm storm customer service joke hour wait time speak someone never fly airline
0,guy luggage san jose suppose deliver hotel hour ago please contact
0,fly figure worth mile lifetime first last ever flight us airways
0,pls get back tallahassee one ever strand gainesville long unamused face
0,miserable airline loss revenue reflection go extinct merger delay inevitable
0,point merger go business turn profit anymore
0,love give feedback link fill personal info form guy good
0,finally get ahold agent another hour thank follow recommend call back feature
0,ringling brother barnum bailey keep eye peel clown car
0,mention fact flight delay computer
0,add frequent flyer number website help
0,get plane wait hour half speak someone reflight booking problem
0,please trivialize joke slow day slow experience
0,agent phx customer service desk hour ago line people long
0,sorry help midnight pst hell still hold minute customer service line
0,like think america us airways start operate rule communist russia
0,guy nice give route jet blue southw least treat customer properly
0,nope apparently way guy business guess fly southwest blue
0,keep think massive practical joke someone go appear thin air take reno tonight
0,people line one agent
0,way plan ben wait line customer service phxfor hour
0,already plan local boycott washington dc area
0,legitimately say would rather drive cross country fly us airways
0,despite fact see answer people twitter mundane q refuse answer
0,guy bad airline ever deal notification keep customer update terrible service
0,hey guy thank answer thank keep hold hour customer service pm pst
1,fine really like pick seat
0,bad airline ever travel
0,lazy inconsiderate unprofessional airline ever travel
0,pride service concern wife everyone else flight care
0,you horrible people say sleep
0,charge company wife miss connection ca send luggage another flight
0,call hang
0,get message site call flight give hold hours
0,usairway lose passenger today uphold promise excellent customer service
0,yet staff philadelphia fail send luggage home alwayshappensthere angrytraveler
0,ok try todaygive minute hold time terrible
0,number email purpose send tweet
1,thank ill next time
0,still say check flight information incorrect everything enter correctly
0,say estimate leave hour ago leave yet thank useful information theworstairline
0,customer service horrendous way employee speak customer lack care problem flight
0,mom sit hour wait flight ultimately cancel flighted give tuesday morning flightno compensation ugh
0,anyone airline know job
0,bad airline time pout face pout face pout face
0,deny standby bc checked bag cvg phl take delay hr late flightrexcept you lose bag cvg
0,remind today fly
1,look like bag rescue thank
0,try get book reservation system let day ridiculous
0,bad
0,make folk run gate explanation zero cart transfer elderly handicap phl
0,wait airplane total hour take flight todaythis usually happen
0,give option new flight get plane phlmia eventprof bad travel experience ever
0,let you stand flight due check bag cause you get hour late flightr get phl amp bag make
0,absolutely bad experience life phl hr fail departure gate zero communication help
0,soon call customer service speak representative disconnect
0,try call customer service since hour disconnect spoke one
0,give information attitude
0,attendant gate enjoyed watch flight destination take horrible attendant give
0,strand miami without update departure board cancel flightle flight
0,absolutely terrible manage delay delay undelayed delay time office hour
0,rude unreliable horrible company equally rude unreliable horrible employee stay tune
0,phl take hour offload bag especially take min get jetway get plane land
0,flight philly gt mia bwahahaha delay hr air min turn back around usairwaysfail
0,tire pay luggage amp less stellar customer service notafanofyourmerger
0,hear debacle dca happen new orleans flight wewanttoknow
0,think little weak sauce zero inflight entertainment hour flight salt lake philadelphia
0,fly good weather land another technical issue gate improve service lose customer
0,strand customer reflight booking problems answer phone way treat platinum member
0,make reservation online receive confirmation email bank say transaction go you help
0,bad fly experience life flight schedule departure phl hr late flightr guess
0,update flightit three hour delay thank
0,partner w different hotel phl clarion prove difficult amp customer friendly
0,truly dissapointed flight delay go miss connection expect rebook flight
0,kind screw day least outbound save strand
0,nightmare try get costa rica phl today stuck miami one answer number
0,umm think us airs computer hour flight hour late flight
0,comedy error continue get gate break truck way fail
0,instruction say call say
1,since loyal usair customer sure make meright want get home amp back work
0,fact get notify hinder ability look alternate flight snap
0,really fudgin delay pout face justwantmybe
0,discover bill reschedule flight cost second day lose work
0,today usair cancelled flightled reschedule flight amp notify except possibly home phonenot helpful since co
0,get phone
0,thank ruin last night vacation worry flight record
1,janet amp denphl flight cancel flightled saturday usair reschedule automatically amp notify email additional cost
0,hr try reach real human finally hold hr synch reservation
0,idiot take plane amp give someone else fudgers flight philly orlando
0,miss flight rude csr flight till tuesday answer twitter help rt hope
0,delay hour try get give update please
0,always nice customer service manager threaten customer stand understaffed line last hour
0,pas hour mark onholdwith call give morning
0,lose amp find wife lose phone philly amp follow web instruction call answer
0,dinner reservation minute try get since breakfast onholdwith
0,clt please send one cust svc rep cust svc counter assist line door
0,help hold almost two hour try get home
0,please call late flightr acceptable neither hold hr onholdwith
0,sit gate min give
0,would need wait hold hour website work correctly please respond
0,get answer question hold hour get message say take call
0,hell overbook plane know people actually seat assignment inept uncare piss poorplanne
0,bad service reagan int rarely post company service annoyed weather relate flightd  incompetence
0,hold hour get hour hold morning answer help
0,farmy phone wait time long oscars coverage whatcustomerservice
0,chairman preferred lifetime mile us air reward firstclass upgrade usual
0,minute delay take minute wait checked bag really
0,hold minute terrible customer service mess reservation
0,help get luggage back teen try change world dc usairways
0,southern hospitality luggage delivery service sav awful great deliver empty promise luggage ampwaite
0,flight us air plane mechanical issue wait minute help customer service help management
0,flight miss due mech issue food voucher transport different airport rental reimbursement pout face
0,control stupidity room plane come well mess
0,interest forward compliment never complaint world bad airline goingforgreatnessfail
0,flight delay crew availability give get tpa hr past schedule arrival
0,airport dca airline mess flight also cover hotel cost dca
0,line min mechanical issue cause miss flight rep upset people
1,entire flight crew flight bos phl wonderful job make experience totally suck smile face smile eye
0,someone please answer call waaite
0,hold luggage hostage flight
1,major issue get boston crew exceptional lets see thing roll philly
0,try set phone interview day hope position fill link work
0,call find rebooke tomorrow ask number email day info
0,us airways dont care customers worst experience today us airway wife toddler
1,thank whole team ontime flight despite inclement weather
0,rude staff say care market place food go vacation work nice huh
0,get stand list early flight dca status check bag suppose thank
0,flight keep get delay late flightr late flightr
0,contact get automate response give code
0,really letter say discus serve drunk drink help current situation
1,great thank
0,mean may care sister assault one flight
0,top dozen ppl miss connection one person customer service abysmal
1,often airline easy work need change flight time attendant mke make day
0,possible someone drunk bring wheelchair keep serve
0,service phl abysmal hour runway wait gate information anywhere miss connection abysmal
0,bad customer service ever let people assault flight nothing
0,provide pilot flight new feature merger efficencie
0,guess ok people sexually assault flight nice customer service
0,please help need plane wait go elmira tarmac hr baggage take still thru custom
0,usair return phl due issue fire detector happen next
0,ur specialist say would talk stewardess serve drunk drink really help
0,wrong boston plain leave tonight son need get back state college pa
0,two hour hold talk agentthen disconnect try two day what the f hire csr you make
0,pilot clt airplane ord least another hour earth would board plane make sense
0,flight please get flight plan already issue century
0,fail inbound flight arrive schedule outbound departure still time
0,thank three cancel flightled flight make go raleigh charlote lexington philly istead raleigh philly
0,rant cont top reschedule flight tpa already delay bad
0,advise happen departure delay clt
0,delay mechanical issue weekend flight ridiculous tweet long delay
1,another great flight funflightattendant thank show dad wonderful customer service lax phx sundayfunday
0,happen sit philly hour pls take care flight chicago least least know solate flight
0,pm w answer flt still time ground hr w gate need help pls
0,plane schedule come time actually happen bozo room incompetent
0,reason avoid like plague glad see merger work well dumb
0,word accommodation passenger us arrive charlotte lot tire passenger
1,thank couple easy hassle free flight today professional friendly staff make everything easy
0,hire smart people system keep crash instead mook man airport godelta
0,flight keep tell min take hour first time good lie brokenpromise
0,wrong guy inability get plane philly time pilot give answer b
0,guy bad fly philadelphia two jetway available time planepisspoor
0,luggage wait hour flight
0,suck philadelphia let plane phl
0,piss thousand east coast customer delay long flight fail
0,hour count kind travel voucher get
0,wait gate hr wait stow luggage
0,wait get bag flight delay plus delay way never fly
0,stick florida flight service suck nofood nodrink nohelp
0,gate agent flight provide update seriously ridiculous long people wait
0,ivr hang high call volume need help call
0,tweet apology enough delay fiasco none insult gate agent bad except mark n bad clt
0,pilot flight show departure watch amp broken computer next time fly alwayslate flight
0,flt elm still gate still make thru custom
0,accord costumer support website hold money hostage anything
0,way tell gate go stick tarmack intl flt flt go elm gate
0,suck delay mom flight cancel flightled delay flight todayall mech issuesshe sleep airport
0,rout system go ground long haul flight think failover plan
0,give wifi password smh
0,sit gate flight hour due computer backup plan place
0,cancel flightled need locate baggage
0,need help locate bag arrive denver last night midnight charlotte flight haydensteamboat
0,go computer flight ground airline suck much unansweredquestions
0,late flightr finally take face tear joy face tear joy face tear joy
0,hold passenger hostage computer crash customer friendly let plane get move
0,hold hour
0,pilot tell us airways flight across country stop due computer system failure
0,flt land half hour ago single bag yet baggage claim hate much right
0,one please answer phone
0,word delay reason twitter aflame flight track computer crash rumor true
0,stick gate charlotte nc wait release paper fix broken computer system
0,sit gate flight hour due sabre backup plan place sabre fix
0,cancel flightling want put hotel night guess
0,really hr delay virgin island even food voucher
0,worst ever dca customerservice
0,february row strand try return cancun contact info way rebook badcustomerservice
0,printer problem cause sit runway min get together
0,nothing like back back delay flight let hope one hour like last time
0,please help find luggage since one lose customer service suck
0,happen reagan airport dca long line four people work checkin unhappy dca
0,check bag bag handler break suitcase steal camera bag return trash bag
0,hopefully crappy service improve you become angryairtravel winterstorm
0,people work counter dca massive line poorly play winterstorm
0,lose bag land hartford tonight deliver danbury ct tonight
0,contact awful experience flight bufclt
0,nvm bad hour half thank
0,crappy flight due delay rude staff member happy report pay check luggage ruin
0,always let oncoming fist
1,please keep emily gso airport ticket staff amaze
0,understand get miss mile flight dividend miles account  help
0,seem find pilot flight never see anything like drunkpilot
0,really meal voucher hour flight delay virgin islands
0,automate message say line busy join queue stuckintheloop
0,hi suggest contact you via phone send mail original ticket amp result
0,stick ramp dca us air computer system crashedeverywhere
0,flight hell
0,give hour hold still need receipt last time promise never arrive help
0,prepare claim bag lose many valuable carry hand
0,tell deserve delay book last flight hear inconvience miss flight
0,flight bad experience ever flight regret open air mile card hotterandlongerthanhell
0,hello never receive confirmation code flight though confirmedso say automate reply idea
0,hour phone wait call back find luggage shameonyou
0,go sit gate
0,ams phl today flight attendant downright rude hostile make hour flight even bad
0,hell put hotel strand message say mechanical issue weather usairway
0,deal flight computer network
0,anyone actually work dividend mile department
0,flight philly system wide tech issue
0,huge system problem dcamanual check flight board sit gate due system issue frustrated chairman member
0,epic fail clt ystrdy wcancelled flightle flight staff communication amp refund unused portion tix keep classy guy
0,tryng rsrv flight phone past day keep get automate message call back
0,get int flight intentionally rude staff make horrible flight unsuitable plane
0,plane bos clt min still gate crew say systemwide computer prevent paperwork info give
0,hold today connect passenger come delay flight
1,provide good service today thank much
0,guy please give update sit tarmac flight yet website still say time
0,flight cancel flightled buf today wait line hr amp see you service rude flight tue need get roc
0,seriously keep try seven hour corporate policy usairwaysfail
0,name rett cavan gofundme page go take last breath tonight airline care money
0,would let switch different set flight could spend time family pas away
0,month old suffer rare form cancer customer service agent compassion disgust
0,good part hear attendant give voucher person next hotel bgr guy say
0,horrible cust service exp dia today wife wait hr plane bf flight cancel flightled still wait bag
0,really good defer responsibility
0,thank much ask pay switch different flight could spend time die nephew
0,could bad airline experience rude unhelpful get yell flush face need help
0,please help bag way get customer service since morning help
0,real staff behave offensively flight please look message want particular
0,lax connect term term layover due delay realistic hold
0,leave item plane bosphl friday call phl us airways amp leave msg return call point
0,great way kick someone cancel flight noon flight rebook one two hour south tomorrow
0,thank make check bag space empty flight attendant dirty look
0,apparently computer crash bwi update flight move
0,make bahamas work luggage know travel happen anyway get helpinfo
0,hr late flightr still home hotel rental car etc yr old happen customer service first priority
0,cancel flights flight ny time make decide sampgs cancel flight return flight thank
0,hold gt min attempt get receipt show change fee upcoming flight please help
0,everyone flight lax rdu enjoy wait hour amp half baggage claim bag
0,cstsvc phl honor ur system reality rcd change hpn extra hour phl get cle
0,usairways raleigh nc baggage carousel staff aggressive towards people wait hr bag flight
0,hold hour book use take flight voucher online
0,get baggage la rdu
0,worst customer service flight always delay
0,go make wait phone long time least turn ad eat away soul
1,despite mechanical issue many delay follow cancel flightlation still get vegas thank great gate agent
0,us airlines la rdu hold onto baggage hour already everyone still wait
0,learn never fly you lose customer group hundred company
0,speak rep nh pa poor communication bag still sit philly train staff
0,thank bad customer service face earth love hr hold along w cancel flightled flight
0,try reach guy run time patience want flight honor want confirmation
0,six hour even gate agent get feed leave line front empty desk stay classy us air
0,lose pilot
0,ad phone system wait rep annoy thing ever especially wait min
0,miss connection due delay las suppose
0,may cancel flighted mechanical issue hour late flightr people still wait zero information please send help
0,hour agent keep wait
0,hard unload bag order arrival min count flight
0,policy tell customer help sorry unacceptable
0,thank correctly interpret last tweet non sarcastic delay flight yyz terminal dance party
0,help put people hotel miss flight policy
0,friend kphl tell rep woulda go home try tomorrow
1,ann marie lga good ticket agent ever excellentcustomerservice
0,waste day vacation problem one two plane waitinginphilly
0,unacceptable way agent gate treat pay customer
0,like usdelayways another long paperwork relate flightd delay friday charlotte today philly letsgoalready
0,customer service clt terrible flight delay jfk hour get clt horrid customer service
0,flight phil update suppose leave minute ago sit airport wonderingirritate
0,flight aircraft gate crew hour late flight destination come
0,please someone contact regard miss bag day online track show nothing
0,delay blue sky whyisusairalwaysdelayed
0,ill never fly due emotional amp financial stress cause one staff member error
0,bag
0,thank incur approximately dollar fee due staff member screw neveragain
0,hr wait far customer service yes bad weather air traffic controller answer phone
0,thank bad make two day train trip look appeal
0,get kid info dca bgr phone line tell call back late flightr
0,pretty ridiculous phx sky harbor employee work check sunday afternoon min amp counting
0,really hope get charge flight could handle influx call bummer
0,hold hour please help
0,promise help nvr fly wu even pay fly w else badcustomerservice
0,yesterday delay six hour wlil explanation pay lots fly wu amp you treat ur customer
0,nothing issue fly wu wthat travel vacation awful
0,customer service fail today experience ensure good never utilize
0,hold min cancel flight reservation afternoon another way web tell call
0,suggest failure make huge donation charlotte nc provide great customer service today unlike
0,concerned gate attendant afternoon nocommunication nocrew
0,plane force get due mech wait need housing meal stt need help arrive stt please
0,need actual person customer relation refund call dispute charge credit card
0,attempt call us airway dividend mile minute help hang usairway bs
0,need link get person you say you know bag lose nonstop phx jfk
0,absolute crap week
0,try get partner pnr spend hour hold know snow somewhere awful
0,phone hour wait customer service get wrong fight information cost hour trip frustrating
0,say luggage hold almost hr hang
0,cancel flight every flight
0,reservation phone number work call last day get
0,gold dividends member get anyone phone handle cancel flighted american flight tonight pout face
0,really nigga ur fuck boy
0,sympathize weather issue time get tough call folk two hour hold minute fix fail
0,plane ground long air
0,fail day long blame
0,hour count hold
0,cancel flighted amp reschedule flight amp still get update amp find current flight account
0,hour plane know maint issue ahead time announce another min r plane
0,accord dca seem recover nicely yesterday snow cancel flightling flight
0,cancel flightled flight avail flight phl today you say sell buy ticket you need refund
0,seriously service issue right decide tweet unbelievable
0,flight sit gate min w door open since arrive still jet bridge someone help
1,new fa dfw clt morning great job well
0,board plane know maint issue
0,wait day atl since flight cancelled flightled standby tell seat group show late flight get phl
0,link work
0,spend hour line try get flight home tonight cancel flightled hour late flightr even snow dca
0,flight leave hour mechanical delay need lodge voucher meal tonight st thomas see
0,care elaborate cha dca cancel flightled even
0,help fall one plane
0,worst fly experience guy need well
0,go miss connection flight home delay gate agent get planeso frustrate
0,never fly guy customer service awful
0,tell man flight next hr standby nothing options try get sick child firevan
0,miss connection due delay tell look good tmrw either stick clt help
0,ur employee name van ticket counter philadelphia extremely rude father try get home sick kid miss flight
0,stupid web development yr issue confirm support website
0,offer provide hotel anything flight hour away
0,hang start think personal
1,painless effortless flight indy phl flight attendant tory fantastic give lady raise as soon as possible
0,character yea right thank patronize
0,min delay mechanic replace rivet min late flightr turn mechanic wrong size rivet min pathetic
0,would love could get wife home sometime soon stick orlando stick philly long
0,churn rate increase second
0,hold reservation desk hour help
0,service philly unacceptable look well service victory hand selector yr old hard time
0,phl btv today make deplane sunday know maintenance available
0,thing nondelaye flight na get shit together get
0,todayno reason anyone approve merger airline reason fear lose business you
0,customer service philly deplorable rude amp unprofessional gate agent delay amp cancel flightations takingthistothetop
0,look well service victory hand selector
0,mobile app horrible need major overhaul
0,get well employee victory hand selector
0,stuck tarmac min phl wait someone load baggageridiculous
0,next time promise ontime departure stick instead stuff sweat box air
0,try contact hour already yesterday wait hour today
0,yes horrible snow seriously hire people answer phone competitor call back number
0,final count hour minute hold tell need log us airways website nothing else
0,hr count today alone like thing accomplish today keep hold
0,link work pls nothing complete frustration w usair last hr
0,link work mobile
0,quit cheap hire call center employee take half day call
0,cancelled flighted reschedule say pay early flight next gate today proactively offer
0,inconvenience people freak nut guy two kids strand airport fail
0,delay flight phil stt look like well miss car ferry john lodge help housing
0,another blatant lie
0,round two bad airline ever
0,try get representative hour aboout cancel flightled flight simply give
0,believe advice call customer service hold hr morning finally give
0,pretty upset drive philly mhtt still info bag deal
0,airline
0,thank responsive amp find alternate travel home
0,luggage content destroy outbound trip last weekampinbound lastnight philadelphia careless
0,plane sit one go home usairwaysfail
0,bother pick phone worst customer service go
0,overload small plane extra baggage take poor execution minute delay
0,may possibly worst airline ever think time brush customer service sorude
0,embarrass you air inability manage weather delayshandle example
0,bag flight clt jfk land last night midnight
0,impressed customer service everyone unhelpful incredibly rude
0,minute move two foot bze thumb
0,hold hour minute go
0,even accept call come
0,bad customer service ever
0,three hour delay miami london none flight today delay put another flight
0,extreme weather miami pick phone hire people
0,hour minute hold count thank help customerservice brutal
0,uh yeah flight board amp hr late flightr still sit update dca
0,get home syracuse cancelled flightled flight one route three sit charlotte
0,three hour flight delay phone count
0,inform three hour delay pick phone get another flight
0,need hire people
0,try call reservation line someone answer phone hold hour
0,land without nose gear houston
0,customer service line keep tell call back late flightr disconnect talk someone flight
0,try call yet another delay flight tell phone line could handle volume hang twice
0,know deal weather hot mess pls send reinforcement
0,hr wait amp really bad exp luggage arrive w really back las airport pick arrive
1,thank friendly us airways staff help get book various flight get home today almost
0,flight sit fully load hour air conditioning barely work
0,hold two hour pick phonee
0,time cut minute hold chairmans desk wth suppose rebook cancel flightled flight
0,bag line deep dca agents say call say talk agent abysmal customer service
0,dca bna tell need hr worth maintenance suppose leave sigh
0,announce delay pvd know captain already delay flight come frustrating
0,update flt gate expect time departure
0,travel day suck malcome k gate rock guy brand want replicate approach style
0,hold four hour never get connect come airport rep essentially tell everyone else screw
0,cancelled flightled flight put flight next dayi need help somebody robot please much appreciate
0,hold hour system hang twice hour hold try correct online flight booking problems error unhappy
0,one answer reservation phone line need book travel companion certificate get
0,suck even know meaning contingency plan
0,black hole phone system
0,use monthly minute hold asshole
0,mean post usair empl direct anyone accept call contact usair rebook greatjob
0,connect flight delay still make amp still unable speak real person
1,finally speak person despite mind boggling wait time rep pleasant helpful kudo
0,bad experience clt dc oversold lose carry luggagecancelled flightle connect flight nyc flydelta
0,color confuse would need call update procedure policy see connect
0,pack carry reason thank make check hope well customer service cle also nothappy
0,service suck
0,past tense help  even miserable usual clt
0,first flight cancel flightled connect flight delay completely miss next connection response hold hr help
0,know luggage seriously
0,wait customer service minute phone wo response hung end since battery die due wait
0,den phx impressive lack concern late flight flight attndt wreck havoc customer travel smugsmirk norush
0,phone hour wait without answer weary face
0,member staff phl give excellent customer care shame could say past hour
0,get rebooke wake try call twice get hang worst customer service
0,maybe anyone answer phone would please call back late flightrfor hour good enough
0,bad customer service ever rebooke tue seat available mon what the f contact
0,hour get disconnect
0,call day
0,cost get home today reason send receipt reimburse
0,den phx serious display poor customer service exhibit flight crew today newamericanairline cheapslogannotmotto
0,thank cancelled flighting flight tomorrow reflight booking problems another one usairwaysfail
0,chance you help family rebook flight cancel flightled
0,flight den phx flight attdt decide stay downtown hour late flight entire flight delay well get fire
0,aggravate zone board overhead empty force bag check well loose bag
0,minute baggage claim sign luggage flight usairways incompetence overwhelm
0,unusual mean screw never admit goingforgreatnessfail
0,horrible customer service fly miami philadelphia send charlotte get charlotte
0,medical issue late flight yesterday need change flight today hold hour still
1,mellani b whole team columbia sc absolute superstar incredibly helpful
0,you hate delay you amp hold hostage goingforgreatnessfail
1,please thank mellie cae tammy baggage claim clt excellent customer service complaint
0,friend strand kphl representative even give food voucher  help please
0,possible call back service automate message tell call back late flightr unhelpful
0,major complaint want address wyou hand luggage courtesy checkin good way
0,um know storm come useless air staff accordingly you idiot
0,control weather control customer service without luggage hour amp still yet speak human
0,collectively since friday hold customer service hr issue resolve frustrate
0,automate message helpful impossible speak human right desperately need luggage
1,reaccommodation number lisa liza raleigh helpful
0,hour friend rebook trip korea cancelled flightled connect flight chicago idiotic
0,customer service atrocious
0,option use twitter people work you clue tell go
0,friend stick kphl get help anyone guy contact please
0,expect wait time speak someone via number
